GEOID,neighbors
3551,"170318422001,170310803003,170310718001,170310715004,170310717001,170310804001,170310804003"
3552,"170310305004,170310401001,170310308001,170310309001,170310305002,170310304001"
3553,"170310306012,170310301011,170310305003,170310306032,170310302003,170310302002,170310305002"
3554,"170310304002,170310305003,170310308001,170310309001,170310305002"
3555,"170318035003,170318035002,170318051102,170318051103,170318034003,170318034004,170318034006"
3556,"170312608002,170312607001,170312601001,170312602001,170312607002,170312705001"
3557,"170318123013,170318128021,170318128023,170318123012,170318127003"
3558,"170316915003,170314401012,170314402013,170314401014,170316914003,170314402012,170316914002"
3559,"170318316003,170318316002,170318316004,170318107021,170318107022"
3560,"170311704004,170318105022,170311701001,170318105023,170318105025,170311703005,170311704001"
3561,"170318049023,170318049024,170318050024,170318051112,170318051113,170318051114"
3562,"170314313013,170314605002,170314603021,170314603022,170314603024,170314604002,170314312001,170314605001"
3563,"170318053011,170318053012,170318054011,170318060044"
3564,"170318028012,170318028013,170318033003,170318029003"
3565,"170311302001,170311404003,170311404001,170311405001"
3566,"170312433002,170318423001,170312432001,170312421003,170312434001,170312420002"
3567,"170312435001,170318330002,170312434001,170312434003"
3568,"170318422001,170310818002,170312435002,170312434001,170318423001,170312801003,170310818004,170318330001,170312801002"
3569,"170318313001,170312508001,170312502001"
3570,"170318045094,170318048042,170318048063,170318045093,170318045104,170318045102,170318043092"
3571,"170311909001,170311908004,170311908002,170311901001,170311902004,170311908005"
3572,"170318421001,170318421002,170318421005,170318421006"
3573,"170310602002,170310601003,170310319002,170318308003,170310501001"
3574,"170312213003,170312301001,170312227001,170312211002,170312408002,170312225001,170312212001"
3575,"170310511001,170310514001,170310626001,170310625001,170310512001,170310513001"
3576,"170318074002,170318074003,170318074001,170318074005"
3577,"170312426001,170312406001,170312407001,170312411002,170312410002"
3578,"170310701031,170310716001,170310702002,170310712002,170310718001,170310712001,170310713001"
3579,"170318088002,170318087021,170318093001,170318093003"
3580,"170310304002,170310305004,170310401001,170310308001,170310309002,170310308002"
3581,"170318198015,170318190002,170318197002,170318190003,170318185003,170318198011,170318190001,170318199001,170318200001,170318185001"
3582,"170310711002,170310712001,170310702002,170310702001,170310702003,170310711001,170310703001"
3583,"170310704002,170310704003,170310628002,170310705001,170310629002,170310630002,170310703001"
3584,"170310705002,170310704003,170310710001,170310711002,170318325002,170310703001,170310704001"
3585,"170310705002,170310704002,170310628002,170310629002,170310704001,170310705001"
3586,"170318318005,170318318001"
3587,"170312215001,170312214003,170312214001,170318309002,170312203002"
3588,"170318072004,170318072001,170318071001,170318071002,170318068023,170318072003"
3589,"170311606021,170311607003,170311607001,170311607004,170311607005"
3590,"170310604001,170310604003,170318319001,170310612001,170310615001"
3591,"170310402011,170310404011,170310404014,170310406003,170310407001"
3592,"170318276002,170318277001,170318274002,170318275001,170318275003"
3593,"170318247023,170318247011,170318246023,170318246025,170318250001"
3594,"170312514004,170312513003,170312512001,170312513002,170312515003,170312514002,170312514003,170312515004"
3595,"170318398001,170318397002,170318398002,170318400001,170318399001"
3596,"170318051091,170318051101,170318050012,170318050013,170318050021,170318051082"
3597,"170317608021,170317708001,170317708002,170318066002,170317707002,170317608011,170318057014,170318057022"
3598,"170314306002,170314302002,170314305002,170314308001,170314309001,170314301012,170314306001"
3599,"170318065024,170318065021,170318065023,170318058012"
3600,"170311907012,170311907023,170311908002,170311907022,170311908001,170311908005,170311908003"
3601,"170311711002,170311702002,170311512003,170311506003,170311711003"
3602,"170317404004,170318233043,170317404003,170318233046,170318233045"
3603,"170318245035,170318236032,170318244001,170318236021"
3604,"170316604002,170316604001,170316604004,170316605001,170316501002,170316605004,170316501001"
3605,"170317103001,170317105001,170317104002,170317106001,170317107004,170317112001"
3606,"170315611006,170318208003,170315608005,170315610001,170315610002,170315609002"
3607,"170318218004,170318217003,170318217001,170318218005"
3608,"170318198022,170318199002,170318201012"
3609,"170318142004,170318143001,170318143002,170318142002"
3610,"170313016001,170313017023,170318305003,170313017012,170318305002,170318408001,170318408002"
3611,"170318404002,170315907002,170316103001,170315906002,170315906001,170315906003"
3612,"170318176002,170318160001,170318160003,170318161001,170318179002,170318176001,170318161004,170318156003,170318161005,170318156005,170318156002,170318175001"
3613,"170318072001,170318074002,170318075001,170318075002,170318074004,170318074005"
3614,"170317403002,170317403003,170317401004,170317404003,170317404002"
3615,"170318112004,170318111004,170318113022,170318110005,170318162001,170318111003,170318112001,170318112002"
3616,"170318199001,170318198011,170318198012,170318190004,170318198014"
3617,"170314305002,170314301011,170314301012,170314301013,170314305001,170314306001,170314302001,170314302003,170314302004"
3618,"170318121001,170312506001,170312506002,170312506003,170312504004,170312504003,170312504002"
3619,"170312225001,170312226001,170312213001,170312213002,170312212002,170312212001"
3620,"170318151003,170318153002,170318152005,170318153003,170318148005"
3621,"170314801002,170314802001,170314503003,170314503002,170314503001,170318343003,170318343004"
3622,"170314207001,170314207002,170314207004,170314207005,170314212001"
3623,"170318430001,170318415002,170318431001,170312912001,170318386001"
3624,"170318176003,170318179004,170318177003,170318179001,170318179002"
3625,"170318058013,170317707002,170317707001,170318065023,170318066001,170317706022,170318057022,170318057014,170319800001"
3626,"170318110002,170318107022,170318109005,170318110005,170318107023"
3627,"170318062012,170318058012,170318064001,170318065021,170318062023,170318059011,170318059013,170318061021,170318062022,170318060022"
3628,"170314108001,170314101001,170314106001,170313905001,170313906002,170313907002,170318363002,170314107001"
3629,"170318015003,170318016012,170318017021,170318024022,170318016051,170318017012,170318016053,170318015001"
3630,"170311002001,170311101001,170311201004,170311201001,170311201002,170311202001,170311202004,170311204001,170318081001,170311101005,170318081002"
3631,"170311302001,170311405001,170311601001,170311404004,170311404002"
3632,"170310601003,170310604003,170310602001,170310603001,170310506001,170310501002,170310501001"
3633,"170312315004,170312312001,170312312003,170312312004,170312311001,170312315002"
3634,"170318080022,170318080024,170318076003,170318076004,170318080012"
3635,"170318135001,170318135002,170318146002,170318135005,170318150001,170318135003"
3636,"170318052023,170318086002,170318084003,170318053023,170318052021"
3637,"170310629002,170310630003,170310621003,170310622001,170310622002,170310629003,170310630001,170310630002"
3638,"170318002001,170318018001,170318015003,170318018004,170318016011"
3639,"170318426002,170316112002,170316122001"
3640,"170313016001,170313017011,170313017023,170313017021,170313017022,170313016002,170313017013"
3641,"170314402014,170314402011,170314402012,170316914001,170316914002,170316914004,170316914005"
3642,"170311710005,170311701001,170311710004,170311703002,170311703004"
3643,"170318439004,170314301023,170314301021,170318439005,170318439001"
3644,"170318439003,170318439001,170318439004,170314301013,170314301014"
3645,"170318116002,170317706022,170317708002,170318066002,170318117011,170317707002,170317705002"
3646,"170310301014,170310301023,170310306011,170310306013,170310301021,170310301013"
3647,"170311407011,170311407024,170311407023,170311605012,170311407021,170311605011"
3648,"170312416001,170318423001,170312403001,170312415001,170318310002,170312415003,170318323001"
3649,"170310510001,170310512001,170310513001,170310514001,170310508001,170310512002,170310507001,170310509001,170318437002"
3650,"170310313004,170310312002,170310312004,170310315012,170318307002"
3651,"170310314005,170310312001,170310313001,170310313003,170310313002,170310312004,170310315012,170318307002"
3652,"170310315012,170310314005,170310315011,170310315023"
3653,"170310314005,170319900000,170310608004,170310608003,170310609002,170310609003,170310314004"
3654,"170318307004,170310314005,170310315021,170310315023"
3655,"170310321004,170310321002,170318321002,170310321005,170318307001,170310321001,170318321003"
3656,"170310401002,170310401003,170310404011,170310404024,170310404022"
3657,"170310402014,170310407002,170310407003,170310402012,170310404012,170310401003,170310402013,170310404011,170310406003,170310407001,170310402022"
3658,"170319900000,170310608004,170310619023,170310609006,170310609005,170310608002,170310609003"
3659,"170310630001,170310629001,170310622001,170310621001,170310631002,170310620001"
3660,"170310631002,170310621003,170310630001,170310619012,170310619013,170310621001,170310620002,170310632003,170310619014"
3661,"170310631002,170310630003,170310630001,170310632003,170310632005,170310633012,170310632006,170310634002"
3662,"170318307004,170310315013,170318307003,170310315012,170318307002,170310315023"
3663,"170318307004,170310314005,170310315013,170310315022,170310315011,170318307003"
3664,"170310314003,170310321002,170310321005,170310321001,170310321003,170310314002"
3665,"170318307004,170310321004,170318307001,170310321001,170310321003,170310315021"
3666,"170310314004,170310608004,170310608002"
3667,"170310619023,170310619013,170310619011,170310620002,170310619022,170310620001"
3668,"170310619012,170310619023,170310609005,170310620002,170310618001"
3669,"170310619014,170310619022,170310619012,170310620001"
3670,"170310618001,170310621001,170310620002,170318320001,170310622001"
3671,"170310622001,170310621002,170310620002,170318320001,170310621003,170310620001"
3672,"170310619012,170310619011,170310621002,170310621001,170318320001,170310618001,170310620001"
3673,"170310632004,170310631002,170310619021,170310620001,170310631001,170310619014,170310619024,170310632005"
3674,"170310632004,170310631002,170310632003,170310632001,170310631001,170310632006"
3675,"170310633021,170310632002,170310633024,170310632004,170310632005,170310633012,170310632006"
3676,"170310633023,170310633021,170310633024,170310633012,170310633011"
3677,"170310634001,170310633024,170310633011,170310631001,170310632001,170310633022,170310632006,170310634002"
